번호,시/도,시/군/구,서점명,매장번호,주소,인증여부
370,제주특별자치도,서귀포시,취향의섬 북앤띵즈,010-2931-4797,제주특별자치도 서귀포시 속골로 66-7 (호근동) 1층,미인증
340,제주특별자치도,서귀포시,키라네책부엌,010-8578-2347,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 6-7,미인증
291,제주특별자치도,서귀포시,푸근한곰아저씨,010-2294-1003,제주특별자치도 서귀포시 남원읍 태신해안로 125 2층,미인증
178,제주특별자치도,제주시,한라서적타운,0507-1480-9988,제주특별자치도 제주시 동광로16길 5 (일도이동),미인증
177,제주특별자치도,제주시,한라서적타운 대학점,064-744-7700,제주특별자치도 제주시 한라대학로 38 (노형동) 한라아트홀,미인증
88,제주특별자치도,제주시,현대서점,064-748-1177,"제주특별자치도 제주시 남녕로 36 (연동, 영진그린빌라)",미인증
2521,전라북도,완주군,감나무책방,063-262-3111,전북 완주군 고산면 남봉로 134,미인증
2505,전라북도,익산시,개미서점,063-841-4578,전북 익산시 동서로 106-1 (모현동2가),미인증
2398,전라북도,익산시,광일서점,063-842-6470,전북 익산시 고봉로20길 29 (영등동),미인증
2386,전라북도,익산시,교문서림,063-843-1212,전북 익산시 익산대로74길 21 (신용동),미인증
2350,전라북도,군산시,군일서점,063-445-5000,전북 군산시 중앙로 165-1 (중앙로1가),미인증
2324,전라북도,군산시,그림산책,010-3447-2319,전북특별자치도 군산시 팔마로 118 (서흥남동),미인증
2311,전라북도,완주군,그림책방 품,010-5109-5627,전북특별자치도 완주군 비봉면 천호로 96 치유예술공간 품,미인증
2308,전라북도,익산시,그림책방씨앗,010-3377-8485,전북 익산시 서동로8길 50-1 (동산동),미인증
2302,전라북도,전주시,근영서점,063-224-2946,전북 전주시 완산구 영경2길 14 (중화산동2가) 1층 근영서점,미인증
2299,전라북도,전주시,글로리아,063-275-5898,전북 전주시 덕진구 모래내6길 12 (인후동2가),미인증
2272,전라북도,전주시,기전문고,063-253-7677,전북 전주시 완산구 효자동3가 1604-25 101호,미인증
2271,전라북도,익산시,기찻길옆골목책방,010-9079-4759,경남 거창군 거창읍 중앙로1길 17 1층 101호,미인증
2225,전라북도,남원시,남원현서점,063-626-9903,전북 남원시 역재1길 6-1 (도통동),미인증
2208,전라북도,전주시,네오서점,063-213-3470,전북특별자치도 전주시 덕진구 안전로 195 (장동),미인증
2200,전라북도,부안군,노엘서점,010-4662-7500,전북 부안군 줄포면 줄포리 546-44 3,미인증
2191,전라북도,익산시,놀러와문구서점,063-854-3876,전북 익산시 선화로13길 67 (모현동1가),미인증
2034,전라북도,익산시,대한서림,063-852-4700,전북 익산시 익산대로16길 26 (중앙동3가),미인증
2033,전라북도,익산시,대한서림 영등점,063-832-8088,전북특별자치도 익산시 하나로 440 (어양동) 1층,미인증
2011,전라북도,남원시,도보책방,010-3626-1346,전북특별자치도 남원시 인월면 인월장터로 6 1층,미인증
2009,전라북도,군산시,도서문화공간 조용한흥분색,010-6833-8770,전북 군산시 풍문2길 5-2 (미원동),미인증
1973,전라북도,전주시,동산서점,063-271-0756,전북 전주시 덕진구 쪽구름2길 18 (여의동2가),미인증
1971,전라북도,익산시,동산서점,063-856-3379,전북 익산시 동천로7길 41 (동산동),미인증
1940,전라북도,익산시,동아서점 남성점,063-832-6270,전북 익산시 고봉로 275-38 (영등동),미인증
1939,전라북도,익산시,동아서점 모현점,063-843-7779,전북 익산시 고현로 93 (모현동1가),미인증
1938,전라북도,익산시,동아서점 영등점,063-835-6270,전북 익산시 고봉로 272 (영등동),미인증
1935,전라북도,전주시,동암서점,063-222-2660,전북 전주시 완산구 우전로 104 (효자동2가),미인증
1929,전라북도,군산시,동원서림,063-442-3776,전북 군산시 중앙로 164-1 (중앙로1가),미인증
1904,전라북도,익산시,두번째집,010-6355-2086,전북 익산시 평동로11길 12 (인화동2가),미인증
1887,전라북도,전주시,똘이서점,063-286-4003,전북 전주시 완산구 덕적골2길 18 (평화동1가) 2동 102호,미인증
1863,전라북도,군산시,리루서점,010-6886-7091,전북 군산시 경암동 637-1 번지,미인증
1857,전라북도,완주군,림보책방,063-717-7011,전북 완주군 고산면 고산로 70-6 2층,미인증
1852,전라북도,군산시,마리서사,063-445-7364,전북 군산시 구영5길 21-26 (월명동),미인증
1773,전라북도,무주군,무주서점,063-322-1858,전북 무주군 무주읍 주계로8길 4-2,미인증
1764,전라북도,부안군,문성당서점,063-582-4818,전북 부안군 부안읍 석정로 207-1,미인증
1754,전라북도,전주시,문필서림,063-223-7222,전북 전주시 완산구 거마평로 127 (효자동1가),미인증
1737,전라북도,전주시,문화서적,063-276-5800,전북 전주시 덕진구 팔달로 358 (진북동),미인증
1724,전라북도,전주시,물결서사,010-5143-9398,전북 전주시 완산구 물왕멀2길 9-6 (서노송동),미인증
1701,전라북도,전주시,민중서관,063-276-5100,전북 전주시 완산구 온고을로 62 (서신동),미인증
1658,전라북도,군산시,버틀러 북 스토어,010-4205-5399,전북특별자치도 군산시 동국사길 4 (월명동),미인증
1654,전라북도,완주군,베르,010-2074-5340,전북 완주군 고산면 읍내1길 13 1층,미인증
1648,전라북도,익산시,벧엘서림,063-861-0061,전북 익산시 함열읍 와리3길 39-1 벧엘서림,미인증
1636,전라북도,정읍시,보람서점,063-535-8261,전북특별자치도 정읍시 정읍사로 584 (시기동),미인증
1599,전라북도,전주시,북닷컴&세종,063-241-1346,전북 전주시 덕진구 무삼지로 59 (인후동1가),미인증
1590,전라북도,익산시,북메리카노,010-5674-4564,전북 익산시 주현로4길 15-1 (주현동) 2층,미인증
1589,전라북도,익산시,북메리카노,010-5674-4564,전북특별자치도 익산시 익산대로16길 36 (중앙동3가) 2층,미인증
1472,전라북도,남원시,살롱드마고,070-7797-3800,전북특별자치도 남원시 시청북로 17 (도통동) 2층,미인증
1470,전라북도,전주시,살림책방,010-3365-1221,전북 전주시 완산구 전주천동로 58-2 (교동) 1층,미인증
1454,전라북도,익산시,삼일사서점,063-841-0103,전북 익산시 학곤로 5 (평화동),미인증
1447,전라북도,김제시,삼화서점,063-547-3688,전북 김제시 화동길 30 (요촌동),미인증
1407,전라북도,전주시,서곡월림문고,0507-1394-6171,전북 전주시 완산구 서곡로 62 (효자동3가),미인증
1394,전라북도,전주시,서울문고,063-251-9600,전북특별자치도 전주시 덕진구 송천4길 58 (송천동1가),미인증
1378,전라북도,전주시,서점 카프카,010-2670-7853,전북 전주시 완산구 풍남문4길 32 (중앙동4가) 2층,미인증
1337,전라북도,진안군,성지서림,063-433-2845,전북 진안군 진안읍 중앙로 86-1,미인증
1336,전라북도,남원시,성지서림,063-632-3834,전북 남원시 충정로 116 (향교동),미인증
1329,전라북도,전주시,세광도서,063-276-0051,전북 전주시 덕진구 안덕원로 64 (진북동),미인증
1319,전라북도,전주시,세종문고,063-251-1344,전북 전주시 덕진구 솔내8길 42 (송천동1가),미인증
1287,전라북도,전주시,소소당,010-5460-6267,전북 전주시 덕진구 솔내7길 17-10 (송천동1가),미인증
1219,전라북도,군산시,시간여행자의 책방,063-465-3670,전북 군산시 월명로 487-2 월명동 22-5,미인증
1183,전라북도,전주시,신일서점,063-244-2666,전북 전주시 덕진구 석소로 27 (인후동1가),미인증
1175,전라북도,전주시,신흥서점,070-4341-9200,전북 전주시 완산구 서원로 406 (중화산동1가),미인증
1161,전라북도,익산시,씨스페이스&원서점,063-852-7202,전북 익산시 고봉로 275-13 (영등동)1층,미인증
1153,전라북도,전주시,아름다운상사,010-2116-2621,전북특별자치도 전주시 덕진구 사평1길 19 (덕진동1가)1호,미인증
1109,전라북도,군산시,양우당서점,063-462-9984,전북 군산시 대학로 172 (문화동),미인증
1081,전라북도,전주시,에이커북스토어,010-8949-7609,전북 전주시 완산구 전라감영4길 1 (중앙동4가) 4층,미인증
993,전라북도,군산시,예스트서점,063-471-2588,전북 군산시 수송로 72 (나운동),미인증
938,전라북도,전주시,완산서점,063-229-8078,전북 전주시 완산구 능안자구길 53-2 (삼천동3가),미인증
937,전라북도,완주군,완주북스토어,063-262-3906,전북 완주군 봉동읍 원둔산6길 8-4 1층,미인증
936,전라북도,군산시,왕라이트문구서점,063-452-1824,전북 군산시 경기장로 147 (조촌동),미인증
900,전라북도,완주군,우석대 구내서점,063-291-4422,전북 완주군 삼례읍 삼례로 443,미인증
885,전라북도,전주시,웅진,070-7096-1275,전북 전주시 완산구 장승배기로 261 (평화동1가) 지하1층,미인증
883,전라북도,전주시,웅진서적 효자점,063-246-8780,전북 전주시 완산구 호암로 67 (효자동2가),미인증
881,전라북도,익산시,원광,063-841-5658,전북 익산시 무왕로31길 140 (부송동),미인증
850,전라북도,익산시,유한회사 원서점,063-854-2785,전북 익산시 무왕로 1002 (영등동)1층,미인증
808,전라북도,익산시,이일서점,063-858-2143,전북 익산시 익산대로8길 33 (인화동1가),미인증
800,전라북도,익산시,익산예림문고,063-851-6171,전북 익산시 무왕로 1002 (영등동),미인증
783,전라북도,전주시,인후동 호남문고,063-243-4664,전북특별자치도 전주시 덕진구 안덕원로 240 (인후동1가),미인증
777,전라북도,전주시,일도문고,063-224-4793,전북 전주시 완산구 소대배기로 18 (평화동2가),미인증
775,전라북도,장수군,일등서점문구,063-351-2409,전북 장수군 장수읍 장천로 184-1,미인증
753,전라북도,정읍시,작은새책방,010-7900-2351,전북특별자치도 정읍시 학산로 51-1 (상동),미인증
749,전라북도,전주시,잘익은언어들,010-3000-6959,전북 전주시 덕진구 두간11길 15 (송천동1가),미인증
732,전라북도,전주시,전고서점,063-288-0080,전북 전주시 완산구 견훤왕궁로 59-1 (중노송동),미인증
730,전라북도,전주시,전북서림,063-214-6455,전북 전주시 덕진구 여산로 233 (고랑동) 서진빌딩1층 전북서림,미인증
729,전라북도,완주군,전북혁신문고,063-229-9947,전북특별자치도 완주군 이서면 오공로 11-23 대성타워 2층,미인증
728,전라북도,전주시,전성서림,063-226-9576,전북 전주시 완산구 천잠로 335 (효자동3가) 전성서림,미인증
727,전라북도,전주시,전주대 구내서점,063-221-9423,전북 전주시 완산구 천잠로 303 (효자동2가) 학생회관 1층,미인증
726,전라북도,전주시,전주비전대학교 구내서점,063-220-3686,전북 전주시 완산구 천잠로 235 (효자동2가),미인증
725,전라북도,전주시,전주산책,063-907-7386,전북 전주시 완산구 기린대로 85 (풍남동3가),미인증
703,전라북도,김제시,제일서림,063-547-2280,전북 김제시 화동길 19 (요촌동),미인증
691,전라북도,정읍시,제일서점,063-531-7121,전북특별자치도 정읍시 중앙로 132-1 (수성동),미인증
680,전라북도,전주시,조지오웰의혜안,063-288-8545,전북 전주시 완산구 서학로 25 (동서학동),미인증
676,전라북도,전주시,종로서림,063-244-7400,전북 전주시 덕진구 호성1길 39 (호성동1가),미인증
652,전라북도,익산시,종합서점,063-841-1518,전북 익산시 중앙로5길 66 (남중동).,미인증
618,전라북도,전주시,중앙서림,063-254-5677,전북 전주시 덕진구 송천중앙로 164 (송천동1가),미인증
577,전라북도,남원시,진서점,063-625-4988,전북 남원시 광한북로 45-1 (하정동),미인증
574,전라북도,전주시,진영서적문구,063-224-1265,전북 전주시 완산구 평화8길 16-37 (평화동2가),미인증
551,전라북도,익산시,창조서림,063-835-7743,전북 익산시 고봉로30길 24 (영등동),미인증
541,전라북도,익산시,책나라,063-835-2952,전북 익산시 부송1로 16-10 (어양동)1층 책나라,미인증
515,전라북도,순창군,책방 밭,010-8781-2587,전북 순창군 동계면 동계로 17-1,미인증
474,전라북도,진안군,책방사람,010-9493-5536,전북특별자치도 진안군 진안읍 당산길 26-2 카페공간153 내,미인증
